record_id,risk_type,risk_type_ja,depth_m,hazard_source,scenario,risk_class,risk_basis
official_export_002:164,river_flooding,洪水浸水想定区域,0.01,浅川圏域・大栗川・三沢川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:163,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
official_export_002:164,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,1.15,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_001:3,river_flooding,洪水浸水想定区域,0.423,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.14,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,1.44,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_002:171,river_flooding,洪水浸水想定区域,0.54,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_001:64,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:64,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
4,river_flooding,洪水浸水想定区域,0.013,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
27,river_flooding,洪水浸水想定区域,0.013,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
132080100051,river_flooding,洪水浸水想定区域,0.92,多摩川水系多摩川・浅川・大栗川,L1（計画規模）,0.5m以上3m未満,PLATEAU building risk
132080100051,river_flooding,洪水浸水想定区域,4.53,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,3m以上5m未満,PLATEAU building risk
132152100036,river_flooding,洪水浸水想定区域,0.41,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m未満,PLATEAU building risk
1.32209E+11,river_flooding,洪水浸水想定区域,0.33,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
1.32209E+11,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,1.29,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
132080100020,river_flooding,洪水浸水想定区域,0.2,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:45,river_flooding,洪水浸水想定区域,0.01,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:56,river_flooding,洪水浸水想定区域,0.009,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131075100103,river_flooding,洪水浸水想定区域,0.7,江東内部河川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131075100103,high_tide,高潮浸水想定,4.03,東京都高潮浸水想定区域図（令和6年12月19日）,,3m以上5m未満,PLATEAU building risk
official_export_002:367,river_flooding,洪水浸水想定区域,0.01,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:367,high_tide,高潮浸水想定,0.05,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
official_export_002:333,high_tide,高潮浸水想定,1.82,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_002:475,river_flooding,洪水浸水想定区域,0.135,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:476,river_flooding,洪水浸水想定区域,0.135,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
132000000000.0,river_flooding,洪水浸水想定区域,0.14,荒川水系黒目川・落合川・柳瀬川・空堀川・奈良橋川,L2（想定最大規模）,0.5m未満,PLATEAU building risk
132000000000.0,river_flooding,洪水浸水想定区域,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.38,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,1.34,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.29,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,1.67,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
2000000005,river_flooding,洪水浸水想定区域,0.112,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:424,river_flooding,洪水浸水想定区域,0.112,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.01,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.39,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,2.04,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_002:465,river_flooding,洪水浸水想定区域,0.057,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.45,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,3.14,東京都高潮浸水想定区域図（令和6年12月19日）,,3m以上5m未満,PLATEAU building risk
2,river_flooding,洪水浸水想定区域,0.01,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:91,river_flooding,洪水浸水想定区域,5.74,荒川水系霞川・成木川・黒沢川・直竹川・北小曽木川・多摩川水系多摩川（上流）・日原川・鳶巣川・大荷田川,L2（想定最大規模）,5m以上10m未満,PLATEAU building risk
official_export_002:92,river_flooding,洪水浸水想定区域,5.74,荒川水系霞川・成木川・黒沢川・直竹川・北小曽木川・多摩川水系多摩川（上流）・日原川・鳶巣川・大荷田川,L2（想定最大規模）,5m以上10m未満,PLATEAU building risk
official_export_002:94,river_flooding,洪水浸水想定区域,5.74,荒川水系霞川・成木川・黒沢川・直竹川・北小曽木川・多摩川水系多摩川（上流）・日原川・鳶巣川・大荷田川,L2（想定最大規模）,5m以上10m未満,PLATEAU building risk
official_export_002:97,river_flooding,洪水浸水想定区域,5.74,荒川水系霞川・成木川・黒沢川・直竹川・北小曽木川・多摩川水系多摩川（上流）・日原川・鳶巣川・大荷田川,L2（想定最大規模）,5m以上10m未満,PLATEAU building risk
official_export_002:91,river_flooding,洪水浸水想定区域,0.05,霞川・多摩川上流圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:92,river_flooding,洪水浸水想定区域,0.05,霞川・多摩川上流圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:94,river_flooding,洪水浸水想定区域,0.05,霞川・多摩川上流圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:97,river_flooding,洪水浸水想定区域,0.05,霞川・多摩川上流圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:91,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
official_export_002:92,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
official_export_002:94,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
official_export_002:97,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
official_export_002:73,river_flooding,洪水浸水想定区域,0.069,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:75,river_flooding,洪水浸水想定区域,0.069,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.12,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:160,river_flooding,洪水浸水想定区域,0.004,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:482,river_flooding,洪水浸水想定区域,1.17,多摩川水系野川・仙川・入間川・谷沢川・丸子川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_002:482,river_flooding,洪水浸水想定区域,1.17,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_002:11,river_flooding,洪水浸水想定区域,0.063,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:18,river_flooding,洪水浸水想定区域,0.005,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
183,river_flooding,洪水浸水想定区域,0.75,中川・綾瀬川圏域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
183,river_flooding,洪水浸水想定区域,1.0,利根川水系中川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
183,river_flooding,洪水浸水想定区域,0.75,利根川水系中川・綾瀬川・新中川・旧江戸川・毛長川・大場川・伝右川・垳川・新川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
183,river_flooding,洪水浸水想定区域,2.57,利根川水系利根川,L1（計画規模）,0.5m以上3m未満,PLATEAU building risk
183,river_flooding,洪水浸水想定区域,3.22,利根川水系利根川,L2（想定最大規模）,3m以上5m未満,PLATEAU building risk
183,river_flooding,洪水浸水想定区域,1.96,利根川水系江戸川,L1（計画規模）,0.5m以上3m未満,PLATEAU building risk
183,river_flooding,洪水浸水想定区域,2.44,利根川水系江戸川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_002:111,river_flooding,洪水浸水想定区域,0.017,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:25,river_flooding,洪水浸水想定区域,0.77,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_002:132,river_flooding,洪水浸水想定区域,0.03,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:384,river_flooding,洪水浸水想定区域,0.186,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:384,river_flooding,洪水浸水想定区域,0.219,荒川水系神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:384,river_flooding,洪水浸水想定区域,0.83,隅田川・新河岸川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_002:384,high_tide,高潮浸水想定,0.5,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.037,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:124,river_flooding,洪水浸水想定区域,0.045,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:198,river_flooding,洪水浸水想定区域,0.109,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:198,river_flooding,洪水浸水想定区域,0.109,荒川水系神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:179,river_flooding,洪水浸水想定区域,0.11,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
229,river_flooding,洪水浸水想定区域,0.1,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
35,river_flooding,洪水浸水想定区域,0.1,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
229,landslide,土砂災害警戒区域,,土石流,,土砂災害警戒区域（指定済）,PLATEAU building risk
35,landslide,土砂災害警戒区域,,土石流,,土砂災害警戒区域（指定済）,PLATEAU building risk
49,river_flooding,洪水浸水想定区域,0.64,秋川・平井川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
49,landslide,土砂災害警戒区域,,土石流,,土砂災害警戒区域（指定済）,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.1,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:43,river_flooding,洪水浸水想定区域,0.346,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:213,river_flooding,洪水浸水想定区域,1.41,古川水系渋谷川・古川・目黒川水系目黒川・呑川水系呑川・立会川水系立会川・内川水系内川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_002:213,river_flooding,洪水浸水想定区域,1.411,城南地区河川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_002:213,high_tide,高潮浸水想定,1.24,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
13104:123,river_flooding,洪水浸水想定区域,0.058,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.002,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,0.94,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_002:224,landslide,土砂災害警戒区域,,土石流,,土砂災害警戒区域（指定済）,PLATEAU building risk
132152100072,river_flooding,洪水浸水想定区域,0.1,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.02,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,high_tide,高潮浸水想定,0.01,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
140,river_flooding,洪水浸水想定区域,0.48,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
140,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
official_export_002:105,river_flooding,洪水浸水想定区域,0.003,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:230,river_flooding,洪水浸水想定区域,2.383,神田川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
13104:230,river_flooding,洪水浸水想定区域,0.25,荒川水系神田川流域,L1（計画規模）,0.5m未満,PLATEAU building risk
13104:230,river_flooding,洪水浸水想定区域,2.383,荒川水系神田川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
13104:230,high_tide,高潮浸水想定,1.04,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_002:236,river_flooding,洪水浸水想定区域,0.017,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
10,river_flooding,洪水浸水想定区域,0.006,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
1000000004,river_flooding,洪水浸水想定区域,0.006,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,3.09,東京都高潮浸水想定区域図（令和6年12月19日）,,3m以上5m未満,PLATEAU building risk
14,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
14,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
132080100079,river_flooding,洪水浸水想定区域,0.37,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
36,river_flooding,洪水浸水想定区域,0.013,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
